Transaction Date,Account,Transaction Description,Counterparty,Amount $,Credit/Debit,Opposite Account Number,Country,FATF Country Risk Rating
2022-12-14,123457,Domestic Wire In,Ingersoll Rand,6065.37,Credit,,,
2022-12-14,123457,Cash Out,,2391.6,Debit,,,
2022-12-14,123457,Domestic Wire In,Emerson Electric,148.19,Credit,,,
2022-12-14,123457,Cash Out,,1727.97,Debit,,,
2022-12-14,123457,Cash Out,,7379.44,Debit,,,
2022-12-14,123457,Internal Transfer In,,9767.59,Credit,,,
2022-12-14,123457,Domestic Wire In,Emerson Electric,6847.86,Credit,,,
2022-12-14,123457,Domestic Wire Out,Dover Corporation,149.11,Debit,,,
2022-12-14,123457,International Wire Out,Emerson Electric,187.61,Credit,,China,Low
2022-12-14,123456,Internal Transfer Out,,1433.6,Credit,123457,,
2022-12-14,123457,ACH In,Emerson Electric,1449.33,Credit,,,
2022-12-14,123457,Domestic Wire In,Parker-Hannifin,3085.81,Credit,,,
2022-12-14,123456,Internal Transfer Out,,6479.41,Credit,123457,,
2022-12-14,123457,ACH In,General Electric,3551.65,Credit,,,
2022-12-14,123457,ACH In,Honeywell,3529.8,Credit,,,
2022-12-14,123457,ACH In,Eaton,613.44,Credit,,,
2022-12-14,123457,ACH Out,Xylem,9540.99,Debit,,,
2022-12-14,123457,International Wire In,Johnson Controls,4276.18,Credit,,USA,Low
2022-12-14,123457,International Wire In,Johnson Controls,9994.55,Credit,,China,Low
2022-12-14,123457,Domestic Wire In,Johnson Controls,285.12,Credit,,,
2022-12-14,123457,International Wire Out,Deere & Company,2325.01,Credit,,USA,High
2022-12-14,123457,Internal Transfer In,,3189.61,Credit,,,
2022-12-14,123457,Domestic Wire In,Parker-Hannifin,6065.53,Credit,,,
2022-12-14,123457,Cash In,,3738.68,Credit,,,
2022-12-14,123457,International Wire Out,Parker-Hannifin,1170.66,Credit,,USA,Medium
2022-12-14,123457,Internal Transfer In,,585.64,Credit,,,
2022-12-14,123457,Domestic Wire Out,Parker-Hannifin,1895.0,Debit,,,
2022-12-14,123456,Internal Transfer Out,,690.94,Credit,123457,,
2022-12-14,123457,International Wire In,Emerson Electric,2743.38,Credit,,India,High
2022-12-14,123457,Domestic Wire Out,Danaher,3204.51,Debit,,,
2022-12-14,123457,Internal Transfer In,,2340.11,Credit,,,
2022-12-14,123457,Cash In,,171.43,Credit,,,
2022-12-14,123457,ACH In,Honeywell,6043.78,Credit,,,
2022-12-14,123457,Domestic Wire Out,ITT Inc.,7783.75,Debit,,,
2022-12-14,123457,Internal Transfer In,,3492.88,Credit,,,
2022-12-14,123457,Domestic Wire Out,Ingersoll Rand,9200.51,Debit,,,
2022-12-14,123457,Domestic Wire Out,Cummins,3936.84,Debit,,,
2022-12-14,123457,International Wire Out,Dover Corporation,3282.37,Credit,,USA,Low
2022-12-14,123457,Internal Transfer In,,5565.67,Credit,,,
2022-12-14,123457,Domestic Wire In,Xylem,6524.39,Credit,,,
2022-12-14,123457,Cash Out,,7587.48,Debit,,,
2022-12-14,123456,Internal Transfer Out,,7351.21,Credit,123457,,
2022-12-14,123457,Cash Out,,1696.04,Debit,,,
2022-12-14,123457,Cash In,,1978.91,Credit,,,
2022-12-14,123457,Domestic Wire In,Caterpillar,4559.45,Credit,,,
2022-12-14,123456,Internal Transfer Out,,939.91,Credit,123457,,
2022-12-14,123457,Cash In,,5522.96,Credit,,,
2022-12-14,123457,Domestic Wire In,Eaton,1324.36,Credit,,,
2022-12-14,123457,Cash Out,,3353.19,Debit,,,
2022-12-14,123457,Domestic Wire In,Danaher,4768.4,Credit,,,
2022-12-14,123457,Internal Transfer In,,261.13,Credit,,,
2022-12-14,123457,ACH Out,Johnson Controls,2974.37,Debit,,,
2022-12-14,123457,International Wire Out,General Electric,3666.91,Credit,,India,High
2022-12-14,123456,Internal Transfer Out,,8117.81,Credit,123457,,
2022-12-14,123457,Domestic Wire In,ITT Inc.,6621.64,Credit,,,
2022-12-14,123457,ACH Out,Siemens,2925.22,Debit,,,
2022-12-14,123457,Domestic Wire Out,Illinois Tool Works,136.02,Debit,,,
2022-12-14,123457,Cash In,,9054.06,Credit,,,
2022-12-14,123457,Internal Transfer In,,2709.42,Credit,,,
2022-12-14,123457,Cash In,,8076.08,Credit,,,
2022-12-14,123457,ACH Out,Xylem,7790.68,Debit,,,
2022-12-14,123457,International Wire In,Honeywell,3273.08,Credit,,India,Low
2022-12-14,123457,International Wire Out,Emerson Electric,9502.64,Credit,,USA,Low
2022-12-14,123457,International Wire Out,Danaher,5192.06,Credit,,India,Low
2022-12-15,123457,Cash In,,573.71,Credit,,,
2022-12-15,123457,International Wire In,Rockwell Automation,6672.14,Credit,,China,High
2022-12-15,123457,Domestic Wire In,Schneider Electric,6256.02,Credit,,,
2022-12-15,123457,Cash In,,8802.88,Credit,,,
2022-12-15,123457,International Wire Out,Xylem,4524.85,Credit,,USA,Low
2022-12-15,123457,Cash Out,,887.75,Debit,,,
2022-12-15,123457,International Wire In,Danaher,4713.77,Credit,,China,Low
2022-12-15,123457,International Wire Out,ITT Inc.,2521.44,Credit,,India,Medium
2022-12-15,123457,Cash In,,9592.37,Credit,,,
2022-12-15,123457,Cash Out,,3442.36,Debit,,,
2022-12-15,123457,International Wire In,Emerson Electric,7268.45,Credit,,India,High
2022-12-15,123457,ACH In,ABB,3392.44,Credit,,,
2022-12-15,123457,ACH Out,Ingersoll Rand,6807.04,Debit,,,
2022-12-15,123456,Internal Transfer Out,,3484.07,Credit,123457,,
2022-12-15,123457,ACH In,Caterpillar,2802.18,Credit,,,
2022-12-15,123457,Internal Transfer In,,4350.72,Credit,,,
2022-12-15,123457,International Wire In,Siemens,8565.67,Credit,,India,Low
2022-12-15,123457,Domestic Wire In,Parker-Hannifin,4797.87,Credit,,,
2022-12-15,123457,Domestic Wire Out,Rockwell Automation,2273.67,Debit,,,
2022-12-15,123456,Internal Transfer Out,,6054.68,Credit,123457,,
2022-12-15,123456,Internal Transfer Out,,5862.61,Credit,123457,,
2022-12-15,123457,International Wire In,Johnson Controls,7670.81,Credit,,China,Medium
2022-12-15,123457,Internal Transfer In,,5165.24,Credit,,,
2022-12-15,123457,ACH Out,General Electric,3607.43,Debit,,,
2022-12-15,123457,Internal Transfer In,,3022.52,Credit,,,
2022-12-15,123457,Internal Transfer In,,1237.49,Credit,,,
2022-12-15,123457,Cash Out,,6718.08,Debit,,,
2022-12-15,123457,International Wire In,Cummins,6677.5,Credit,,India,Medium
2022-12-15,123457,Cash Out,,5410.38,Debit,,,
2022-12-15,123457,Internal Transfer In,,4298.3,Credit,,,
2022-12-15,123457,ACH In,Parker-Hannifin,4882.33,Credit,,,
2022-12-15,123457,International Wire In,Parker-Hannifin,6778.77,Credit,,China,Low
2022-12-15,123457,International Wire Out,Parker-Hannifin,815.98,Credit,,India,Medium
2022-12-15,123457,Cash Out,,5001.11,Debit,,,
2022-12-15,123457,Internal Transfer In,,9667.64,Credit,,,
2022-12-15,123456,Internal Transfer Out,,2837.65,Credit,123457,,
2022-12-15,123457,Cash In,,9440.66,Credit,,,
2022-12-15,123457,International Wire In,Dover Corporation,8153.92,Credit,,India,High
2022-12-15,123457,Domestic Wire Out,Parker-Hannifin,8047.71,Debit,,,
2022-12-15,123457,ACH Out,Danaher,7366.25,Debit,,,
2022-12-15,123457,Domestic Wire Out,General Electric,8431.19,Debit,,,
2022-12-15,123457,Cash Out,,8064.49,Debit,,,
2022-12-15,123457,International Wire In,Emerson Electric,3708.69,Credit,,China,High
2022-12-15,123457,Domestic Wire In,Rockwell Automation,8226.6,Credit,,,
2022-12-15,123457,Cash In,,4724.99,Credit,,,
2022-12-15,123457,International Wire In,Rockwell Automation,6501.7,Credit,,USA,Medium
2022-12-15,123457,Domestic Wire Out,Honeywell,1110.59,Debit,,,
2022-12-15,123457,ACH In,Rockwell Automation,7355.3,Credit,,,
2022-12-15,123457,Cash In,,3877.51,Credit,,,
2022-12-15,123456,Internal Transfer Out,,4267.35,Credit,123457,,
2022-12-15,123457,International Wire Out,Schneider Electric,278.48,Credit,,USA,Medium
2022-12-15,123457,International Wire Out,Honeywell,9911.54,Credit,,USA,High
2022-12-15,123457,International Wire In,3M,6970.88,Credit,,USA,High
2022-12-15,123457,Domestic Wire Out,Illinois Tool Works,2603.45,Debit,,,
2022-12-15,123457,International Wire Out,Illinois Tool Works,1347.74,Credit,,China,Low
2022-12-15,123457,ACH Out,Deere & Company,288.36,Debit,,,
2022-12-15,123457,ACH In,Siemens,3989.32,Credit,,,
2022-12-15,123457,Domestic Wire Out,Eaton,2126.39,Debit,,,
2022-12-15,123457,Domestic Wire Out,Parker-Hannifin,478.77,Debit,,,
2022-12-15,123457,ACH Out,Cummins,1211.86,Debit,,,
2022-12-15,123456,Internal Transfer Out,,2057.27,Credit,123457,,
2022-12-15,123457,Domestic Wire Out,Dover Corporation,227.12,Debit,,,
2022-12-15,123457,Internal Transfer In,,4955.34,Credit,,,
2022-12-15,123456,Internal Transfer Out,,5682.95,Credit,123457,,
2022-12-15,123457,Domestic Wire Out,Eaton,2536.67,Debit,,,
2022-12-15,123457,Domestic Wire In,Cummins,5794.02,Credit,,,
2022-12-15,123457,International Wire In,ITT Inc.,8502.62,Credit,,India,High
2022-12-15,123457,Domestic Wire Out,Ingersoll Rand,4153.13,Debit,,,
2022-12-15,123457,Domestic Wire In,Eaton,902.09,Credit,,,
2022-12-15,123457,International Wire Out,General Electric,7990.24,Credit,,USA,Medium
2022-12-15,123457,International Wire In,3M,8390.09,Credit,,USA,High
2022-12-15,123456,Internal Transfer Out,,7048.76,Credit,123457,,
2022-12-15,123457,International Wire In,Dover Corporation,1185.92,Credit,,India,High
2022-12-15,123457,ACH In,Xylem,9457.69,Credit,,,
2022-12-16,123457,International Wire Out,Rockwell Automation,4996.71,Credit,,USA,Low
2022-12-16,123456,Internal Transfer Out,,4275.29,Credit,123457,,
2022-12-16,123457,International Wire Out,Siemens,4605.13,Credit,,USA,Medium
2022-12-16,123457,Domestic Wire Out,Johnson Controls,3673.94,Debit,,,
2022-12-16,123457,ACH Out,ITT Inc.,177.24,Debit,,,
2022-12-16,123457,Domestic Wire Out,ITT Inc.,4284.49,Debit,,,
2022-12-16,123457,Cash In,,9291.32,Credit,,,
2022-12-16,123457,ACH Out,Johnson Controls,9881.97,Debit,,,
2022-12-16,123456,Internal Transfer Out,,975.17,Credit,123457,,
2022-12-16,123457,Domestic Wire Out,3M,7569.19,Debit,,,
2022-12-16,123457,ACH In,Eaton,6327.54,Credit,,,
2022-12-16,123456,Internal Transfer Out,,2259.7,Credit,123457,,
2022-12-16,123457,Cash Out,,2631.8,Debit,,,
2022-12-16,123457,International Wire In,General Electric,2599.25,Credit,,China,High
2022-12-16,123457,International Wire In,Xylem,9111.62,Credit,,India,High
2022-12-16,123457,International Wire Out,Parker-Hannifin,3714.76,Credit,,China,Medium
2022-12-16,123457,Cash Out,,5429.2,Debit,,,
2022-12-16,123456,Internal Transfer Out,,5539.47,Credit,123457,,
2022-12-16,123457,Domestic Wire In,Parker-Hannifin,1241.36,Credit,,,
2022-12-16,123457,Domestic Wire In,Dover Corporation,5883.25,Credit,,,
2022-12-16,123457,Domestic Wire Out,Johnson Controls,5888.97,Debit,,,
2022-12-16,123457,Domestic Wire In,Parker-Hannifin,6731.46,Credit,,,
2022-12-16,123456,Internal Transfer Out,,7235.45,Credit,123457,,
2022-12-16,123457,International Wire Out,3M,9851.39,Credit,,China,Medium
2022-12-16,123456,Internal Transfer Out,,8023.9,Credit,123457,,
2022-12-16,123457,Internal Transfer In,,9787.69,Credit,,,
2022-12-16,123457,Domestic Wire In,ABB,643.87,Credit,,,
2022-12-16,123457,Domestic Wire Out,Rockwell Automation,2948.96,Debit,,,
2022-12-16,123456,Internal Transfer Out,,6375.19,Credit,123457,,
2022-12-16,123457,Domestic Wire In,Cummins,1635.19,Credit,,,
2022-12-16,123457,ACH In,Honeywell,3078.44,Credit,,,
2022-12-16,123457,Domestic Wire Out,3M,6793.93,Debit,,,
2022-12-16,123457,Domestic Wire Out,Parker-Hannifin,2352.98,Debit,,,
2022-12-16,123457,Cash Out,,5824.82,Debit,,,
2022-12-16,123457,Domestic Wire Out,ABB,6515.05,Debit,,,
2022-12-16,123457,Domestic Wire Out,Illinois Tool Works,1205.85,Debit,,,
2022-12-16,123457,Cash Out,,4373.25,Debit,,,
2022-12-16,123457,ACH Out,Dover Corporation,1610.81,Debit,,,
2022-12-16,123457,Internal Transfer In,,4260.35,Credit,,,
2022-12-16,123457,International Wire Out,ITT Inc.,3290.38,Credit,,USA,Low
2022-12-16,123457,International Wire In,Dover Corporation,6087.42,Credit,,USA,High
2022-12-16,123457,Domestic Wire Out,Emerson Electric,1486.45,Debit,,,
2022-12-16,123457,International Wire Out,Cummins,5904.97,Credit,,China,High
2022-12-16,123457,Internal Transfer In,,3375.04,Credit,,,
2022-12-16,123457,ACH Out,Illinois Tool Works,8294.52,Debit,,,
2022-12-16,123456,Internal Transfer Out,,5720.13,Credit,123457,,
2022-12-16,123457,International Wire In,Emerson Electric,4276.6,Credit,,China,High
2022-12-16,123457,International Wire Out,Eaton,4214.06,Credit,,India,High
2022-12-16,123457,Cash Out,,4299.95,Debit,,,
2022-12-16,123457,ACH In,Deere & Company,4056.18,Credit,,,
2022-12-16,123457,International Wire Out,Schneider Electric,3381.94,Credit,,China,Medium
2022-12-16,123457,International Wire In,Eaton,9579.61,Credit,,India,High
2022-12-16,123457,Domestic Wire In,3M,8572.3,Credit,,,
2022-12-16,123457,Cash Out,,5219.52,Debit,,,
2022-12-16,123457,Cash Out,,5463.32,Debit,,,
2022-12-16,123457,International Wire In,Honeywell,5294.96,Credit,,USA,Low
2022-12-16,123457,Internal Transfer In,,9040.84,Credit,,,
2022-12-16,123457,International Wire In,Xylem,2597.88,Credit,,USA,Low
2022-12-16,123457,Internal Transfer In,,2162.84,Credit,,,
2022-12-16,123457,Internal Transfer In,,8725.09,Credit,,,
2022-12-16,123456,Internal Transfer Out,,9688.81,Credit,123457,,
2022-12-16,123457,ACH In,Cummins,6630.32,Credit,,,
2022-12-16,123457,Cash Out,,4220.92,Debit,,,
2022-12-16,123457,ACH Out,Siemens,2929.3,Debit,,,
2022-12-16,123456,Internal Transfer Out,,6652.3,Credit,123457,,
2022-12-16,123457,Cash In,,4222.77,Credit,,,
2022-12-16,123457,Cash Out,,4610.98,Debit,,,
2022-12-16,123456,Internal Transfer Out,,6562.6,Credit,123457,,
2022-12-16,123457,ACH In,Deere & Company,5589.86,Credit,,,
2022-12-16,123457,ACH In,Siemens,865.46,Credit,,,
2022-12-16,123457,Domestic Wire Out,Dover Corporation,3880.45,Debit,,,
2022-12-16,123457,ACH In,Parker-Hannifin,9139.61,Credit,,,
2022-12-17,123457,Domestic Wire Out,ABB,7704.29,Debit,,,
2022-12-17,123457,International Wire In,Dover Corporation,676.33,Credit,,India,High
2022-12-17,123457,ACH In,Caterpillar,2686.49,Credit,,,
2022-12-17,123457,Cash In,,4420.16,Credit,,,
2022-12-17,123456,Internal Transfer Out,,4841.51,Credit,123457,,
2022-12-17,123457,International Wire Out,Ingersoll Rand,2392.47,Credit,,USA,Medium
2022-12-17,123457,ACH In,3M,9691.49,Credit,,,
2022-12-17,123457,International Wire Out,Eaton,8723.84,Credit,,China,Low
2022-12-17,123457,International Wire In,General Electric,8850.79,Credit,,USA,High
2022-12-17,123457,Cash Out,,7051.44,Debit,,,
2022-12-17,123457,Cash Out,,5227.86,Debit,,,
2022-12-17,123457,Domestic Wire Out,General Electric,8646.07,Debit,,,
2022-12-17,123456,Internal Transfer Out,,9249.82,Credit,123457,,
2022-12-17,123457,ACH In,Cummins,9038.22,Credit,,,
2022-12-17,123457,International Wire Out,Illinois Tool Works,9578.51,Credit,,China,Medium
2022-12-17,123457,Internal Transfer In,,4470.04,Credit,,,
2022-12-17,123457,Cash Out,,1825.58,Debit,,,
2022-12-17,123457,Cash In,,368.74,Credit,,,
2022-12-17,123457,International Wire Out,Caterpillar,603.23,Credit,,China,Medium
2022-12-17,123457,International Wire Out,Cummins,2770.06,Credit,,China,High
2022-12-17,123457,International Wire In,Eaton,9858.62,Credit,,China,Medium
2022-12-17,123457,International Wire In,Parker-Hannifin,5466.89,Credit,,China,High
2022-12-17,123456,Internal Transfer Out,,6822.61,Credit,123457,,
2022-12-17,123457,International Wire Out,Emerson Electric,4541.68,Credit,,India,Low
2022-12-17,123457,International Wire In,Honeywell,7961.28,Credit,,China,High
2022-12-17,123457,ACH Out,Cummins,6403.56,Debit,,,
2022-12-17,123457,Domestic Wire In,Xylem,7672.29,Credit,,,
2022-12-17,123457,Cash In,,7218.68,Credit,,,
2022-12-17,123456,Internal Transfer Out,,3835.29,Credit,123457,,
2022-12-17,123457,ACH Out,Xylem,1562.96,Debit,,,
2022-12-17,123457,International Wire Out,Ingersoll Rand,4001.09,Credit,,USA,High
2022-12-17,123457,Cash In,,3038.02,Credit,,,
2022-12-17,123457,ACH In,3M,8902.78,Credit,,,
2022-12-17,123457,Domestic Wire Out,Cummins,6988.48,Debit,,,
2022-12-17,123457,Internal Transfer In,,3582.47,Credit,,,
2022-12-17,123457,Domestic Wire In,Cummins,9372.52,Credit,,,
2022-12-17,123457,International Wire In,Dover Corporation,326.35,Credit,,USA,High
2022-12-17,123457,Domestic Wire Out,Dover Corporation,8849.17,Debit,,,
2022-12-17,123457,ACH In,ABB,8668.39,Credit,,,
2022-12-17,123457,Internal Transfer In,,5564.8,Credit,,,
2022-12-17,123457,Cash Out,,7753.92,Debit,,,
2022-12-17,123456,Internal Transfer Out,,1364.84,Credit,123457,,
2022-12-17,123457,Domestic Wire Out,Caterpillar,4572.57,Debit,,,
2022-12-17,123457,International Wire In,Dover Corporation,2714.7,Credit,,China,High
2022-12-17,123457,ACH In,Dover Corporation,5528.68,Credit,,,
2022-12-17,123457,ACH In,Caterpillar,1734.4,Credit,,,
2022-12-17,123457,Domestic Wire Out,Xylem,2085.24,Debit,,,
2022-12-17,123457,ACH Out,Ingersoll Rand,8971.09,Debit,,,
2022-12-17,123457,International Wire Out,Honeywell,6694.22,Credit,,USA,High
2022-12-17,123457,ACH In,ITT Inc.,9688.75,Credit,,,
2022-12-17,123457,Cash Out,,1434.47,Debit,,,
2022-12-17,123457,International Wire Out,ABB,2935.5,Credit,,USA,High
2022-12-17,123457,ACH Out,Deere & Company,5389.75,Debit,,,
2022-12-17,123457,ACH In,Emerson Electric,1093.18,Credit,,,
2022-12-17,123457,Cash Out,,841.58,Debit,,,
2022-12-17,123457,International Wire Out,ABB,5142.24,Credit,,China,Medium
2022-12-17,123457,Cash Out,,7164.11,Debit,,,
2022-12-17,123457,Domestic Wire In,Xylem,6642.18,Credit,,,
2022-12-17,123457,ACH Out,Eaton,1401.23,Debit,,,
2022-12-17,123457,Domestic Wire Out,Ingersoll Rand,2115.24,Debit,,,
2022-12-17,123457,Domestic Wire In,ABB,1705.6,Credit,,,
2022-12-17,123457,Domestic Wire Out,ITT Inc.,8691.39,Debit,,,
2022-12-17,123457,ACH Out,Cummins,4706.44,Debit,,,
2022-12-17,123457,International Wire In,Caterpillar,8399.98,Credit,,China,High
2022-12-17,123457,Domestic Wire Out,General Electric,2172.74,Debit,,,
2022-12-17,123457,Cash In,,5133.13,Credit,,,
2022-12-17,123457,International Wire In,Eaton,3341.14,Credit,,China,High
2022-12-17,123457,International Wire Out,Rockwell Automation,6196.38,Credit,,USA,Medium
2022-12-17,123457,ACH In,Danaher,1761.54,Credit,,,
2022-12-17,123457,Domestic Wire In,Siemens,3897.18,Credit,,,
2022-12-17,123457,Internal Transfer In,,1418.4,Credit,,,
2022-12-17,123457,Domestic Wire In,ABB,3135.35,Credit,,,
2022-12-17,123457,ACH Out,Deere & Company,4782.7,Debit,,,
2022-12-17,123457,Internal Transfer In,,5307.72,Credit,,,
2022-12-17,123457,Cash Out,,8384.79,Debit,,,
2022-12-17,123457,International Wire Out,General Electric,905.27,Credit,,USA,Low
2022-12-17,123457,Cash Out,,5168.68,Debit,,,
2022-12-17,123457,International Wire In,Parker-Hannifin,9943.89,Credit,,USA,High
2022-12-18,123457,Cash Out,,6534.52,Debit,,,
2022-12-18,123456,Internal Transfer Out,,2137.05,Credit,123457,,
2022-12-18,123457,International Wire In,ITT Inc.,1564.65,Credit,,China,High
2022-12-18,123457,International Wire Out,Caterpillar,8944.87,Credit,,USA,Medium
2022-12-18,123457,ACH In,Ingersoll Rand,192.82,Credit,,,
2022-12-18,123456,Internal Transfer Out,,5181.55,Credit,123457,,
2022-12-18,123457,International Wire In,Emerson Electric,3109.9,Credit,,India,Low
2022-12-18,123457,Domestic Wire In,Caterpillar,1630.66,Credit,,,
2022-12-18,123457,Cash Out,,322.43,Debit,,,
2022-12-18,123457,ACH Out,3M,2573.45,Debit,,,
2022-12-18,123457,Domestic Wire Out,ITT Inc.,865.07,Debit,,,
2022-12-18,123457,ACH In,ABB,5526.09,Credit,,,
2022-12-18,123457,ACH Out,Dover Corporation,3311.64,Debit,,,
2022-12-18,123457,Cash In,,347.56,Credit,,,
2022-12-18,123457,ACH In,Schneider Electric,5687.48,Credit,,,
2022-12-18,123456,Internal Transfer Out,,1281.52,Credit,123457,,
2022-12-18,123456,Internal Transfer Out,,5708.23,Credit,123457,,
2022-12-18,123456,Internal Transfer Out,,5145.89,Credit,123457,,
2022-12-18,123456,Internal Transfer Out,,4213.91,Credit,123457,,
2022-12-18,123457,Domestic Wire In,Danaher,3904.5,Credit,,,
2022-12-18,123457,International Wire Out,Illinois Tool Works,2224.45,Credit,,China,Low
2022-12-18,123457,Internal Transfer In,,4341.32,Credit,,,
2022-12-18,123457,ACH In,Illinois Tool Works,7799.16,Credit,,,
2022-12-18,123457,Cash In,,8898.9,Credit,,,
2022-12-18,123457,Cash Out,,1752.27,Debit,,,
2022-12-18,123457,Internal Transfer In,,194.16,Credit,,,
2022-12-18,123457,International Wire Out,Schneider Electric,1823.84,Credit,,China,Medium
2022-12-18,123457,Domestic Wire Out,Ingersoll Rand,1070.57,Debit,,,
2022-12-18,123456,Internal Transfer Out,,4115.73,Credit,123457,,
2022-12-18,123457,Domestic Wire Out,General Electric,392.17,Debit,,,
2022-12-18,123457,Cash Out,,7344.95,Debit,,,
2022-12-18,123457,Cash Out,,2962.91,Debit,,,
2022-12-18,123457,ACH In,ABB,9934.76,Credit,,,
2022-12-18,123457,Domestic Wire In,Rockwell Automation,2599.72,Credit,,,
2022-12-18,123457,Domestic Wire Out,Cummins,6485.34,Debit,,,
2022-12-18,123457,Internal Transfer In,,9405.23,Credit,,,
2022-12-18,123457,Cash In,,722.27,Credit,,,
2022-12-18,123457,ACH Out,Dover Corporation,7423.38,Debit,,,
2022-12-18,123457,ACH Out,Emerson Electric,5243.33,Debit,,,
2022-12-18,123457,Domestic Wire Out,Xylem,3474.96,Debit,,,
2022-12-18,123457,International Wire In,General Electric,7826.34,Credit,,China,High
2022-12-18,123457,Internal Transfer In,,5476.07,Credit,,,
2022-12-18,123457,Internal Transfer In,,8680.9,Credit,,,
2022-12-18,123457,Cash In,,293.34,Credit,,,
2022-12-18,123456,Internal Transfer Out,,7150.32,Credit,123457,,
2022-12-18,123457,International Wire In,ITT Inc.,4710.5,Credit,,China,Low
2022-12-18,123457,Cash In,,8243.98,Credit,,,
2022-12-18,123457,International Wire Out,ABB,5402.73,Credit,,India,Medium
2022-12-18,123457,Domestic Wire Out,Honeywell,2935.45,Debit,,,
2022-12-18,123457,Cash Out,,888.04,Debit,,,
2022-12-18,123457,International Wire In,Ingersoll Rand,2029.17,Credit,,China,Medium
2022-12-18,123456,Internal Transfer Out,,3736.26,Credit,123457,,
2022-12-18,123457,Cash Out,,4449.91,Debit,,,
2022-12-18,123457,Domestic Wire Out,Xylem,4992.58,Debit,,,
2022-12-18,123457,International Wire In,Cummins,971.68,Credit,,India,Low
2022-12-18,123457,Cash In,,1231.05,Credit,,,
2022-12-18,123457,Cash In,,3920.31,Credit,,,
2022-12-18,123457,Internal Transfer In,,244.71,Credit,,,
2022-12-18,123457,Cash In,,9276.2,Credit,,,
2022-12-18,123457,International Wire In,Dover Corporation,7912.55,Credit,,USA,Low
2022-12-18,123457,Domestic Wire Out,Xylem,6483.96,Debit,,,
2022-12-18,123457,ACH In,Xylem,8337.39,Credit,,,
2022-12-18,123457,Cash In,,7941.81,Credit,,,
2022-12-18,123457,Domestic Wire Out,Caterpillar,4419.66,Debit,,,
2022-12-18,123457,Domestic Wire Out,Deere & Company,7247.89,Debit,,,
2022-12-18,123457,Internal Transfer In,,5089.43,Credit,,,
2022-12-18,123456,Internal Transfer Out,,249.76,Credit,123457,,
2022-12-18,123457,International Wire Out,3M,5538.06,Credit,,China,Medium
2022-12-18,123457,Domestic Wire Out,Cummins,7014.97,Debit,,,
2022-12-18,123457,Cash In,,1813.15,Credit,,,
2022-12-19,123456,Internal Transfer Out,,7317.6,Credit,123457,,
2022-12-19,123457,International Wire In,Rockwell Automation,4187.13,Credit,,China,Low
2022-12-19,123457,Cash In,,221.23,Credit,,,
2022-12-19,123456,Internal Transfer Out,,4462.15,Credit,123457,,
2022-12-19,123456,Internal Transfer Out,,2640.27,Credit,123457,,
2022-12-19,123457,Cash In,,4365.11,Credit,,,
2022-12-19,123457,Cash In,,4814.0,Credit,,,
2022-12-19,123456,Internal Transfer Out,,5413.74,Credit,123457,,
2022-12-19,123457,International Wire In,Emerson Electric,8620.5,Credit,,China,Low
2022-12-19,123457,ACH In,Dover Corporation,2032.41,Credit,,,
2022-12-19,123457,Domestic Wire In,Cummins,2781.19,Credit,,,
2022-12-19,123457,Cash In,,9982.12,Credit,,,
2022-12-19,123457,International Wire Out,Emerson Electric,9757.9,Credit,,India,Low
2022-12-19,123457,International Wire In,Danaher,315.68,Credit,,USA,Low
2022-12-19,123457,International Wire Out,Cummins,494.16,Credit,,India,Medium
2022-12-19,123457,Cash In,,2836.35,Credit,,,
2022-12-19,123457,Internal Transfer In,,4457.94,Credit,,,
2022-12-19,123456,Internal Transfer Out,,6883.7,Credit,123457,,
2022-12-19,123457,Cash In,,6565.42,Credit,,,
2022-12-19,123457,International Wire Out,General Electric,2267.88,Credit,,USA,Low
2022-12-19,123456,Internal Transfer Out,,6971.06,Credit,123457,,
2022-12-19,123457,International Wire Out,Xylem,4517.75,Credit,,USA,High
2022-12-19,123457,International Wire Out,Emerson Electric,4416.07,Credit,,India,Low
2022-12-19,123457,Cash In,,2433.13,Credit,,,
2022-12-19,123457,ACH In,Caterpillar,6733.66,Credit,,,
2022-12-19,123457,Internal Transfer In,,2081.43,Credit,,,
2022-12-19,123457,Cash Out,,4420.78,Debit,,,
2022-12-19,123457,International Wire In,Deere & Company,2132.94,Credit,,China,High
2022-12-19,123457,International Wire Out,Johnson Controls,7452.61,Credit,,China,Low
2022-12-19,123457,ACH In,ITT Inc.,1552.58,Credit,,,
2022-12-19,123457,Internal Transfer In,,1828.24,Credit,,,
2022-12-19,123456,Internal Transfer Out,,6931.47,Credit,123457,,
2022-12-19,123457,Domestic Wire Out,Schneider Electric,6627.67,Debit,,,
2022-12-19,123457,International Wire In,Siemens,1240.97,Credit,,China,Medium
2022-12-19,123457,Domestic Wire Out,Emerson Electric,6798.28,Debit,,,
2022-12-19,123457,Internal Transfer In,,3466.71,Credit,,,
2022-12-19,123457,International Wire In,3M,4966.82,Credit,,USA,Medium
2022-12-19,123457,ACH Out,ITT Inc.,2433.1,Debit,,,
2022-12-19,123457,Internal Transfer In,,8807.86,Credit,,,
2022-12-19,123457,Internal Transfer In,,5775.3,Credit,,,
2022-12-19,123457,International Wire Out,3M,2414.9,Credit,,India,Medium
2022-12-19,123457,International Wire In,Caterpillar,8395.62,Credit,,China,Medium
